sample,response,population,percentage
sample07836,yes,cd4_t_cell,35.96
sample07837,yes,cd4_t_cell,25.97
sample07838,yes,cd4_t_cell,36.59
sample07905,yes,cd4_t_cell,33.03
sample07906,yes,cd4_t_cell,24.22
sample07907,yes,cd4_t_cell,33.27
sample07968,yes,cd4_t_cell,28.2
sample07969,yes,cd4_t_cell,31.25
sample07970,yes,cd4_t_cell,28.69
sample08040,yes,cd4_t_cell,29.72
sample08041,yes,cd4_t_cell,38.81
sample08042,yes,cd4_t_cell,32.17
sample08055,yes,cd4_t_cell,40.17
sample08056,yes,cd4_t_cell,33.85
sample08057,yes,cd4_t_cell,25.25
sample08085,yes,cd4_t_cell,26.56
sample08086,yes,cd4_t_cell,34.1
sample08087,yes,cd4_t_cell,21.48
sample08121,yes,cd4_t_cell,36.0
sample08122,yes,cd4_t_cell,28.59
sample08123,yes,cd4_t_cell,29.99
sample08127,yes,cd4_t_cell,34.67
sample08128,yes,cd4_t_cell,24.79
sample08129,yes,cd4_t_cell,29.42
sample08151,yes,cd4_t_cell,28.66
sample08152,yes,cd4_t_cell,21.39
sample08153,yes,cd4_t_cell,35.76
sample08166,yes,cd4_t_cell,26.55
sample08167,yes,cd4_t_cell,29.87
sample08168,yes,cd4_t_cell,30.56
sample08178,yes,cd4_t_cell,31.63
sample08179,yes,cd4_t_cell,25.61
sample08180,yes,cd4_t_cell,28.09
sample08199,yes,cd4_t_cell,28.38
sample08200,yes,cd4_t_cell,27.76
sample08201,yes,cd4_t_cell,23.78
sample08247,yes,cd4_t_cell,29.01
sample08248,yes,cd4_t_cell,36.9
sample08249,yes,cd4_t_cell,33.13
sample08274,yes,cd4_t_cell,32.43
sample08275,yes,cd4_t_cell,27.7
sample08276,yes,cd4_t_cell,28.03
sample08289,yes,cd4_t_cell,27.57
sample08290,yes,cd4_t_cell,32.95
sample08291,yes,cd4_t_cell,26.79
sample08298,yes,cd4_t_cell,29.37
sample08299,yes,cd4_t_cell,24.95
sample08300,yes,cd4_t_cell,29.72
sample08328,yes,cd4_t_cell,38.66
sample08329,yes,cd4_t_cell,32.4
sample08330,yes,cd4_t_cell,39.18
sample08337,yes,cd4_t_cell,35.31
sample08338,yes,cd4_t_cell,27.03
sample08339,yes,cd4_t_cell,27.43
sample08349,yes,cd4_t_cell,33.19
sample08350,yes,cd4_t_cell,31.85
sample08351,yes,cd4_t_cell,26.24
sample08352,yes,cd4_t_cell,31.77
sample08353,yes,cd4_t_cell,49.03
sample08354,yes,cd4_t_cell,27.08
sample08361,yes,cd4_t_cell,37.64
sample08362,yes,cd4_t_cell,27.56
sample08363,yes,cd4_t_cell,36.23
sample08388,yes,cd4_t_cell,33.11
sample08389,yes,cd4_t_cell,31.65
sample08390,yes,cd4_t_cell,34.57
sample08403,yes,cd4_t_cell,25.6
sample08404,yes,cd4_t_cell,30.0
sample08405,yes,cd4_t_cell,31.98
sample08442,yes,cd4_t_cell,28.82
sample08443,yes,cd4_t_cell,27.96
sample08444,yes,cd4_t_cell,28.02
sample08466,yes,cd4_t_cell,37.9
sample08467,yes,cd4_t_cell,33.95
sample08468,yes,cd4_t_cell,28.86
sample08481,yes,cd4_t_cell,20.89
sample08482,yes,cd4_t_cell,33.74
sample08483,yes,cd4_t_cell,35.59
sample08568,yes,cd4_t_cell,24.03
sample08569,yes,cd4_t_cell,35.47
sample08570,yes,cd4_t_cell,32.28
sample08583,yes,cd4_t_cell,28.11
sample08584,yes,cd4_t_cell,31.81
sample08585,yes,cd4_t_cell,32.18
sample08595,yes,cd4_t_cell,24.01
sample08596,yes,cd4_t_cell,26.73
sample08597,yes,cd4_t_cell,25.08
sample08610,yes,cd4_t_cell,36.6
sample08611,yes,cd4_t_cell,30.99
sample08612,yes,cd4_t_cell,35.11
sample08655,yes,cd4_t_cell,28.74
sample08656,yes,cd4_t_cell,29.32
sample08657,yes,cd4_t_cell,33.14
sample08685,yes,cd4_t_cell,23.17
sample08686,yes,cd4_t_cell,30.02
sample08687,yes,cd4_t_cell,26.0
sample08706,yes,cd4_t_cell,34.97
sample08707,yes,cd4_t_cell,32.13
sample08708,yes,cd4_t_cell,29.8
sample08718,yes,cd4_t_cell,35.19
sample08719,yes,cd4_t_cell,40.17
sample08720,yes,cd4_t_cell,45.4
sample08724,yes,cd4_t_cell,23.93
sample08725,yes,cd4_t_cell,29.05
sample08726,yes,cd4_t_cell,32.75
sample08769,yes,cd4_t_cell,33.57
sample08770,yes,cd4_t_cell,32.46
sample08771,yes,cd4_t_cell,33.28
sample08781,yes,cd4_t_cell,36.38
sample08782,yes,cd4_t_cell,32.47
sample08783,yes,cd4_t_cell,32.38
sample08829,yes,cd4_t_cell,24.75
sample08830,yes,cd4_t_cell,32.83
sample08831,yes,cd4_t_cell,30.69
sample08832,yes,cd4_t_cell,22.73
sample08833,yes,cd4_t_cell,36.93
sample08834,yes,cd4_t_cell,30.12
sample08853,yes,cd4_t_cell,15.91
sample08854,yes,cd4_t_cell,32.04
sample08855,yes,cd4_t_cell,32.49
sample08856,yes,cd4_t_cell,27.48
sample08857,yes,cd4_t_cell,34.5
sample08858,yes,cd4_t_cell,36.62
sample08895,yes,cd4_t_cell,24.81
sample08896,yes,cd4_t_cell,23.81
sample08897,yes,cd4_t_cell,39.52
sample08913,yes,cd4_t_cell,31.29
sample08914,yes,cd4_t_cell,26.59
sample08915,yes,cd4_t_cell,31.92
sample08925,yes,cd4_t_cell,25.49
sample08926,yes,cd4_t_cell,27.73
sample08927,yes,cd4_t_cell,39.09
sample08943,yes,cd4_t_cell,32.47
sample08944,yes,cd4_t_cell,25.94
sample08945,yes,cd4_t_cell,33.84
sample08946,yes,cd4_t_cell,31.13
sample08947,yes,cd4_t_cell,23.5
sample08948,yes,cd4_t_cell,30.82
sample08970,yes,cd4_t_cell,28.85
sample08971,yes,cd4_t_cell,39.71
sample08972,yes,cd4_t_cell,33.45
sample08979,yes,cd4_t_cell,29.47
sample08980,yes,cd4_t_cell,35.18
sample08981,yes,cd4_t_cell,28.82
sample09009,yes,cd4_t_cell,28.88
sample09010,yes,cd4_t_cell,34.26
sample09011,yes,cd4_t_cell,36.08
sample09018,yes,cd4_t_cell,30.18
sample09019,yes,cd4_t_cell,31.21
sample09020,yes,cd4_t_cell,28.57
sample09024,yes,cd4_t_cell,32.09
sample09025,yes,cd4_t_cell,39.74
sample09026,yes,cd4_t_cell,27.37
sample09072,yes,cd4_t_cell,33.96
sample09073,yes,cd4_t_cell,31.62
sample09074,yes,cd4_t_cell,33.62
sample09081,yes,cd4_t_cell,34.75
sample09082,yes,cd4_t_cell,34.73
sample09083,yes,cd4_t_cell,26.43
sample09087,yes,cd4_t_cell,33.98
sample09088,yes,cd4_t_cell,31.67
sample09089,yes,cd4_t_cell,23.25
sample09102,yes,cd4_t_cell,32.25
sample09103,yes,cd4_t_cell,28.03
sample09104,yes,cd4_t_cell,31.16
sample09114,yes,cd4_t_cell,31.23
sample09115,yes,cd4_t_cell,45.48
sample09116,yes,cd4_t_cell,26.8
sample09129,yes,cd4_t_cell,28.4
sample09130,yes,cd4_t_cell,35.1
sample09131,yes,cd4_t_cell,36.28
sample09144,yes,cd4_t_cell,21.25
sample09145,yes,cd4_t_cell,29.07
sample09146,yes,cd4_t_cell,28.88
sample09162,yes,cd4_t_cell,22.69
sample09163,yes,cd4_t_cell,31.58
sample09164,yes,cd4_t_cell,37.69
sample09171,yes,cd4_t_cell,33.91
sample09172,yes,cd4_t_cell,21.22
sample09173,yes,cd4_t_cell,29.43
sample09180,yes,cd4_t_cell,33.34
sample09181,yes,cd4_t_cell,27.51
sample09182,yes,cd4_t_cell,41.75
sample09198,yes,cd4_t_cell,29.74
sample09199,yes,cd4_t_cell,22.7
sample09200,yes,cd4_t_cell,28.69
sample09243,yes,cd4_t_cell,26.45
sample09244,yes,cd4_t_cell,33.09
sample09245,yes,cd4_t_cell,35.54
sample09300,yes,cd4_t_cell,28.57
sample09301,yes,cd4_t_cell,36.17
sample09302,yes,cd4_t_cell,37.41
sample09390,yes,cd4_t_cell,28.38
sample09391,yes,cd4_t_cell,22.04
sample09392,yes,cd4_t_cell,28.42
sample09393,yes,cd4_t_cell,24.68
sample09394,yes,cd4_t_cell,26.25
sample09395,yes,cd4_t_cell,29.66
sample09441,yes,cd4_t_cell,25.18
sample09442,yes,cd4_t_cell,30.89
sample09443,yes,cd4_t_cell,28.9
sample09450,yes,cd4_t_cell,37.78
sample09451,yes,cd4_t_cell,28.34
sample09452,yes,cd4_t_cell,44.06
sample09459,yes,cd4_t_cell,28.68
sample09460,yes,cd4_t_cell,29.0
sample09461,yes,cd4_t_cell,25.64
sample09468,yes,cd4_t_cell,33.47
sample09469,yes,cd4_t_cell,27.58
sample09470,yes,cd4_t_cell,33.27
sample09486,yes,cd4_t_cell,29.31
sample09487,yes,cd4_t_cell,42.13
sample09488,yes,cd4_t_cell,27.05
sample09489,yes,cd4_t_cell,34.2
sample09490,yes,cd4_t_cell,27.87
sample09491,yes,cd4_t_cell,34.67
sample09495,yes,cd4_t_cell,23.51
sample09496,yes,cd4_t_cell,29.56
sample09497,yes,cd4_t_cell,34.57
sample09513,yes,cd4_t_cell,23.03
sample09514,yes,cd4_t_cell,29.33
sample09515,yes,cd4_t_cell,32.46
sample09519,yes,cd4_t_cell,26.36
sample09520,yes,cd4_t_cell,35.79
sample09521,yes,cd4_t_cell,27.33
sample09546,yes,cd4_t_cell,30.09
sample09547,yes,cd4_t_cell,23.67
sample09548,yes,cd4_t_cell,30.62
sample09573,yes,cd4_t_cell,30.02
sample09574,yes,cd4_t_cell,27.01
sample09575,yes,cd4_t_cell,26.78
sample09579,yes,cd4_t_cell,29.23
sample09580,yes,cd4_t_cell,25.21
sample09581,yes,cd4_t_cell,39.79
sample09582,yes,cd4_t_cell,26.8
sample09583,yes,cd4_t_cell,30.45
sample09584,yes,cd4_t_cell,31.26
sample09591,yes,cd4_t_cell,26.66
sample09592,yes,cd4_t_cell,24.76
sample09593,yes,cd4_t_cell,29.2
sample09597,yes,cd4_t_cell,22.45
sample09598,yes,cd4_t_cell,29.62
sample09599,yes,cd4_t_cell,37.88
sample09606,yes,cd4_t_cell,25.35
sample09607,yes,cd4_t_cell,29.68
sample09608,yes,cd4_t_cell,31.66
sample09612,yes,cd4_t_cell,37.83
sample09613,yes,cd4_t_cell,42.57
sample09614,yes,cd4_t_cell,31.52
sample09615,yes,cd4_t_cell,27.28
sample09616,yes,cd4_t_cell,35.01
sample09617,yes,cd4_t_cell,27.18
sample09666,yes,cd4_t_cell,32.86
sample09667,yes,cd4_t_cell,34.18
sample09668,yes,cd4_t_cell,23.35
sample09690,yes,cd4_t_cell,29.63
sample09691,yes,cd4_t_cell,31.69
sample09692,yes,cd4_t_cell,28.84
sample09699,yes,cd4_t_cell,21.78
sample09700,yes,cd4_t_cell,30.55
sample09701,yes,cd4_t_cell,32.95
sample09705,yes,cd4_t_cell,31.99
sample09706,yes,cd4_t_cell,34.02
sample09707,yes,cd4_t_cell,28.93
sample09720,yes,cd4_t_cell,26.0
sample09721,yes,cd4_t_cell,35.95
sample09722,yes,cd4_t_cell,32.38
sample09783,yes,cd4_t_cell,27.33
sample09784,yes,cd4_t_cell,31.72
sample09785,yes,cd4_t_cell,31.06
sample09798,yes,cd4_t_cell,24.68
sample09799,yes,cd4_t_cell,37.63
sample09800,yes,cd4_t_cell,28.64
sample09909,yes,cd4_t_cell,32.08
sample09910,yes,cd4_t_cell,43.22
sample09911,yes,cd4_t_cell,26.45
sample09924,yes,cd4_t_cell,33.96
sample09925,yes,cd4_t_cell,33.8
sample09926,yes,cd4_t_cell,29.14
sample09963,yes,cd4_t_cell,26.39
sample09964,yes,cd4_t_cell,29.61
sample09965,yes,cd4_t_cell,29.15
sample09978,yes,cd4_t_cell,22.3
sample09979,yes,cd4_t_cell,34.29
sample09980,yes,cd4_t_cell,27.47
sample09990,yes,cd4_t_cell,33.96
sample09991,yes,cd4_t_cell,46.61
sample09992,yes,cd4_t_cell,27.31
sample09996,yes,cd4_t_cell,30.31
sample09997,yes,cd4_t_cell,40.8
sample09998,yes,cd4_t_cell,35.81
sample10038,yes,cd4_t_cell,32.98
sample10039,yes,cd4_t_cell,30.21
sample10040,yes,cd4_t_cell,26.66
sample10041,yes,cd4_t_cell,27.41
sample10042,yes,cd4_t_cell,33.57
sample10043,yes,cd4_t_cell,26.18
sample10095,yes,cd4_t_cell,35.96
sample10096,yes,cd4_t_cell,22.76
sample10097,yes,cd4_t_cell,22.27
sample10116,yes,cd4_t_cell,35.28
sample10117,yes,cd4_t_cell,38.77
sample10118,yes,cd4_t_cell,31.4
sample10125,yes,cd4_t_cell,27.84
sample10126,yes,cd4_t_cell,28.83
sample10127,yes,cd4_t_cell,33.96
sample10128,yes,cd4_t_cell,31.03
sample10129,yes,cd4_t_cell,29.1
sample10130,yes,cd4_t_cell,30.91
sample10131,yes,cd4_t_cell,32.1
sample10132,yes,cd4_t_cell,31.23
sample10133,yes,cd4_t_cell,30.25
sample10140,yes,cd4_t_cell,29.16
sample10141,yes,cd4_t_cell,22.96
sample10142,yes,cd4_t_cell,32.66
sample10179,yes,cd4_t_cell,35.76
sample10180,yes,cd4_t_cell,34.08
sample10181,yes,cd4_t_cell,32.89
sample10197,yes,cd4_t_cell,22.31
sample10198,yes,cd4_t_cell,34.62
sample10199,yes,cd4_t_cell,31.84
sample10233,yes,cd4_t_cell,23.2
sample10234,yes,cd4_t_cell,36.42
sample10235,yes,cd4_t_cell,26.38
sample10248,yes,cd4_t_cell,29.9
sample10249,yes,cd4_t_cell,36.75
sample10250,yes,cd4_t_cell,43.47
sample10323,yes,cd4_t_cell,31.33
sample10324,yes,cd4_t_cell,27.95
sample10325,yes,cd4_t_cell,27.88
sample10335,yes,cd4_t_cell,30.1
sample10336,yes,cd4_t_cell,40.32
sample10337,yes,cd4_t_cell,19.36
sample10341,yes,cd4_t_cell,38.54
sample10342,yes,cd4_t_cell,31.54
sample10343,yes,cd4_t_cell,28.39
sample10347,yes,cd4_t_cell,33.32
sample10348,yes,cd4_t_cell,26.23
sample10349,yes,cd4_t_cell,35.04
sample10356,yes,cd4_t_cell,28.88
sample10357,yes,cd4_t_cell,31.28
sample10358,yes,cd4_t_cell,32.9
sample10383,yes,cd4_t_cell,19.59
sample10384,yes,cd4_t_cell,36.86
sample10385,yes,cd4_t_cell,25.34
sample10386,yes,cd4_t_cell,32.8
sample10387,yes,cd4_t_cell,29.56
sample10388,yes,cd4_t_cell,36.34
sample10392,yes,cd4_t_cell,32.18
sample10393,yes,cd4_t_cell,25.18
sample10394,yes,cd4_t_cell,36.43
sample10410,yes,cd4_t_cell,29.7
sample10411,yes,cd4_t_cell,32.85
sample10412,yes,cd4_t_cell,29.1
sample10443,yes,cd4_t_cell,36.87
sample10444,yes,cd4_t_cell,36.1
sample10445,yes,cd4_t_cell,24.62
sample10491,yes,cd4_t_cell,33.25
sample10492,yes,cd4_t_cell,21.75
sample10493,yes,cd4_t_cell,30.56
sample00000,no,cd8_t_cell,26.22
sample00001,no,cd8_t_cell,19.25
sample00002,no,cd8_t_cell,24.71
sample00006,no,cd8_t_cell,31.37
sample00007,no,cd8_t_cell,13.72
sample00008,no,cd8_t_cell,29.01
sample00009,no,cd8_t_cell,34.79
sample00010,no,cd8_t_cell,19.84
sample00011,no,cd8_t_cell,22.03
sample00072,no,cd8_t_cell,28.31
sample00073,no,cd8_t_cell,27.59
sample00074,no,cd8_t_cell,20.18
sample00081,no,cd8_t_cell,20.3
sample00082,no,cd8_t_cell,30.17
sample00083,no,cd8_t_cell,26.3
sample00123,no,cd8_t_cell,26.26
sample00124,no,cd8_t_cell,25.93
sample00125,no,cd8_t_cell,31.86
sample00153,no,cd8_t_cell,26.08
sample00154,no,cd8_t_cell,29.92
sample00155,no,cd8_t_cell,31.67
sample00174,no,cd8_t_cell,22.63
sample00175,no,cd8_t_cell,21.36
sample00176,no,cd8_t_cell,19.02
sample00186,no,cd8_t_cell,32.26
sample00187,no,cd8_t_cell,23.5
sample00188,no,cd8_t_cell,22.41
sample00189,no,cd8_t_cell,27.74
sample00190,no,cd8_t_cell,28.34
sample00191,no,cd8_t_cell,31.19
sample00213,no,cd8_t_cell,23.71
sample00214,no,cd8_t_cell,25.96
sample00215,no,cd8_t_cell,26.64
sample00243,no,cd8_t_cell,23.3
sample00244,no,cd8_t_cell,26.02
sample00245,no,cd8_t_cell,20.39
sample00249,no,cd8_t_cell,26.43
sample00250,no,cd8_t_cell,24.47
sample00251,no,cd8_t_cell,21.78
sample00285,no,cd8_t_cell,20.22
sample00286,no,cd8_t_cell,21.83
sample00287,no,cd8_t_cell,34.06
sample00402,no,cd8_t_cell,26.49
sample00403,no,cd8_t_cell,22.42
sample00404,no,cd8_t_cell,17.91
sample00411,no,cd8_t_cell,11.17
sample00412,no,cd8_t_cell,26.71
sample00413,no,cd8_t_cell,24.6
sample00414,no,cd8_t_cell,21.6
sample00415,no,cd8_t_cell,25.65
sample00416,no,cd8_t_cell,21.24
sample00435,no,cd8_t_cell,29.09
sample00436,no,cd8_t_cell,22.26
sample00437,no,cd8_t_cell,30.26
sample00459,no,cd8_t_cell,24.39
sample00460,no,cd8_t_cell,24.81
sample00461,no,cd8_t_cell,24.21
sample00465,no,cd8_t_cell,28.64
sample00466,no,cd8_t_cell,23.45
sample00467,no,cd8_t_cell,24.38
sample00471,no,cd8_t_cell,23.16
sample00472,no,cd8_t_cell,27.36
sample00473,no,cd8_t_cell,17.64
sample00480,no,cd8_t_cell,17.6
sample00481,no,cd8_t_cell,29.0
sample00482,no,cd8_t_cell,22.97
sample00492,no,cd8_t_cell,26.77
sample00493,no,cd8_t_cell,27.4
sample00494,no,cd8_t_cell,28.32
sample00513,no,cd8_t_cell,21.62
sample00514,no,cd8_t_cell,29.85
sample00515,no,cd8_t_cell,23.25
sample00516,no,cd8_t_cell,29.07
sample00517,no,cd8_t_cell,25.02
sample00518,no,cd8_t_cell,20.67
sample00522,no,cd8_t_cell,22.81
sample00523,no,cd8_t_cell,20.45
sample00524,no,cd8_t_cell,20.32
sample00534,no,cd8_t_cell,24.78
sample00535,no,cd8_t_cell,29.65
sample00536,no,cd8_t_cell,24.93
sample00585,no,cd8_t_cell,31.24
sample00586,no,cd8_t_cell,25.13
sample00587,no,cd8_t_cell,28.65
sample00588,no,cd8_t_cell,27.43
sample00589,no,cd8_t_cell,27.9
sample00590,no,cd8_t_cell,19.97
sample00624,no,cd8_t_cell,27.44
sample00625,no,cd8_t_cell,29.51
sample00626,no,cd8_t_cell,25.27
sample00639,no,cd8_t_cell,25.31
sample00640,no,cd8_t_cell,21.3
sample00641,no,cd8_t_cell,31.12
sample00693,no,cd8_t_cell,27.19
sample00694,no,cd8_t_cell,17.74
sample00695,no,cd8_t_cell,34.17
sample00696,no,cd8_t_cell,30.3
sample00697,no,cd8_t_cell,18.24
sample00698,no,cd8_t_cell,29.07
sample00717,no,cd8_t_cell,24.72
sample00718,no,cd8_t_cell,31.72
sample00719,no,cd8_t_cell,22.38
sample00726,no,cd8_t_cell,22.89
sample00727,no,cd8_t_cell,15.24
sample00728,no,cd8_t_cell,25.55
sample00756,no,cd8_t_cell,21.62
sample00757,no,cd8_t_cell,22.89
sample00758,no,cd8_t_cell,35.76
sample00798,no,cd8_t_cell,38.06
sample00799,no,cd8_t_cell,24.49
sample00800,no,cd8_t_cell,38.03
sample00807,no,cd8_t_cell,22.93
sample00808,no,cd8_t_cell,21.42
sample00809,no,cd8_t_cell,25.11
sample00849,no,cd8_t_cell,18.53
sample00850,no,cd8_t_cell,17.74
sample00851,no,cd8_t_cell,22.95
sample00867,no,cd8_t_cell,19.82
sample00868,no,cd8_t_cell,22.71
sample00869,no,cd8_t_cell,24.73
sample00918,no,cd8_t_cell,30.99
sample00919,no,cd8_t_cell,19.32
sample00920,no,cd8_t_cell,22.05
sample00966,no,cd8_t_cell,18.55
sample00967,no,cd8_t_cell,33.0
sample00968,no,cd8_t_cell,23.7
sample00987,no,cd8_t_cell,35.66
sample00988,no,cd8_t_cell,20.71
sample00989,no,cd8_t_cell,30.5
sample01011,no,cd8_t_cell,33.32
sample01012,no,cd8_t_cell,23.79
sample01013,no,cd8_t_cell,22.04
sample01023,no,cd8_t_cell,27.58
sample01024,no,cd8_t_cell,20.55
sample01025,no,cd8_t_cell,33.16
sample01041,no,cd8_t_cell,27.27
sample01042,no,cd8_t_cell,31.07
sample01043,no,cd8_t_cell,17.62
sample01053,no,cd8_t_cell,23.02
sample01054,no,cd8_t_cell,22.86
sample01055,no,cd8_t_cell,33.59
sample01062,no,cd8_t_cell,21.81
sample01063,no,cd8_t_cell,26.29
sample01064,no,cd8_t_cell,22.39
sample01110,no,cd8_t_cell,21.52
sample01111,no,cd8_t_cell,30.28
sample01112,no,cd8_t_cell,28.1
sample01134,no,cd8_t_cell,27.93
sample01135,no,cd8_t_cell,19.3
sample01136,no,cd8_t_cell,24.66
sample01137,no,cd8_t_cell,19.36
sample01138,no,cd8_t_cell,30.55
sample01139,no,cd8_t_cell,26.01
sample01143,no,cd8_t_cell,30.02
sample01144,no,cd8_t_cell,29.93
sample01145,no,cd8_t_cell,21.55
sample01152,no,cd8_t_cell,19.13
sample01153,no,cd8_t_cell,23.92
sample01154,no,cd8_t_cell,22.94
sample01161,no,cd8_t_cell,27.09
sample01162,no,cd8_t_cell,29.71
sample01163,no,cd8_t_cell,21.54
sample01218,no,cd8_t_cell,27.06
sample01219,no,cd8_t_cell,28.92
sample01220,no,cd8_t_cell,25.17
sample01227,no,cd8_t_cell,22.43
sample01228,no,cd8_t_cell,24.94
sample01229,no,cd8_t_cell,18.25
sample01230,no,cd8_t_cell,20.69
sample01231,no,cd8_t_cell,28.53
sample01232,no,cd8_t_cell,31.43
sample01242,no,cd8_t_cell,23.88
sample01243,no,cd8_t_cell,29.79
sample01244,no,cd8_t_cell,20.4
sample01314,no,cd8_t_cell,23.72
sample01315,no,cd8_t_cell,24.44
sample01316,no,cd8_t_cell,24.7
sample01344,no,cd8_t_cell,19.43
sample01345,no,cd8_t_cell,26.77
sample01346,no,cd8_t_cell,29.04
sample01386,no,cd8_t_cell,22.37
sample01387,no,cd8_t_cell,31.28
sample01388,no,cd8_t_cell,28.63
sample01395,no,cd8_t_cell,22.39
sample01396,no,cd8_t_cell,23.03
sample01397,no,cd8_t_cell,27.64
sample01413,no,cd8_t_cell,24.23
sample01414,no,cd8_t_cell,18.28
sample01415,no,cd8_t_cell,21.6
sample01431,no,cd8_t_cell,34.13
sample01432,no,cd8_t_cell,25.9
sample01433,no,cd8_t_cell,23.01
sample01542,no,cd8_t_cell,24.69
sample01543,no,cd8_t_cell,28.46
sample01544,no,cd8_t_cell,22.51
sample01554,no,cd8_t_cell,24.43
sample01555,no,cd8_t_cell,20.68
sample01556,no,cd8_t_cell,28.46
sample01587,no,cd8_t_cell,26.9
sample01588,no,cd8_t_cell,20.78
sample01589,no,cd8_t_cell,19.87
sample01611,no,cd8_t_cell,25.96
sample01612,no,cd8_t_cell,18.35
sample01613,no,cd8_t_cell,35.32
sample01674,no,cd8_t_cell,25.95
sample01675,no,cd8_t_cell,27.69
sample01676,no,cd8_t_cell,34.24
sample01680,no,cd8_t_cell,23.06
sample01681,no,cd8_t_cell,28.58
sample01682,no,cd8_t_cell,32.49
sample01686,no,cd8_t_cell,15.6
sample01687,no,cd8_t_cell,30.78
sample01688,no,cd8_t_cell,19.26
sample01701,no,cd8_t_cell,26.32
sample01702,no,cd8_t_cell,27.58
sample01703,no,cd8_t_cell,20.05
sample01722,no,cd8_t_cell,23.18
sample01723,no,cd8_t_cell,21.08
sample01724,no,cd8_t_cell,32.69
sample01752,no,cd8_t_cell,31.78
sample01753,no,cd8_t_cell,27.78
sample01754,no,cd8_t_cell,21.97
sample01767,no,cd8_t_cell,29.1
sample01768,no,cd8_t_cell,20.57
sample01769,no,cd8_t_cell,19.54
sample01803,no,cd8_t_cell,34.33
sample01804,no,cd8_t_cell,28.73
sample01805,no,cd8_t_cell,20.64
sample01809,no,cd8_t_cell,24.81
sample01810,no,cd8_t_cell,25.06
sample01811,no,cd8_t_cell,19.07
sample01812,no,cd8_t_cell,26.58
sample01813,no,cd8_t_cell,23.17
sample01814,no,cd8_t_cell,26.4
sample01848,no,cd8_t_cell,27.41
sample01849,no,cd8_t_cell,27.23
sample01850,no,cd8_t_cell,31.18
sample01866,no,cd8_t_cell,30.09
sample01867,no,cd8_t_cell,18.4
sample01868,no,cd8_t_cell,26.12
sample01875,no,cd8_t_cell,18.37
sample01876,no,cd8_t_cell,33.15
sample01877,no,cd8_t_cell,23.1
sample01884,no,cd8_t_cell,18.76
sample01885,no,cd8_t_cell,22.95
sample01886,no,cd8_t_cell,23.09
sample01893,no,cd8_t_cell,23.18
sample01894,no,cd8_t_cell,17.82
sample01895,no,cd8_t_cell,20.66
sample01914,no,cd8_t_cell,20.04
sample01915,no,cd8_t_cell,25.28
sample01916,no,cd8_t_cell,16.32
sample01926,no,cd8_t_cell,20.11
sample01927,no,cd8_t_cell,24.44
sample01928,no,cd8_t_cell,24.88
sample01932,no,cd8_t_cell,26.14
sample01933,no,cd8_t_cell,26.23
sample01934,no,cd8_t_cell,25.69
sample01968,no,cd8_t_cell,21.26
sample01969,no,cd8_t_cell,23.92
sample01970,no,cd8_t_cell,33.77
sample01986,no,cd8_t_cell,23.33
sample01987,no,cd8_t_cell,15.63
sample01988,no,cd8_t_cell,20.71
sample01992,no,cd8_t_cell,29.34
sample01993,no,cd8_t_cell,26.92
sample01994,no,cd8_t_cell,22.27
sample02010,no,cd8_t_cell,22.88
sample02011,no,cd8_t_cell,19.84
sample02012,no,cd8_t_cell,30.25
sample02016,no,cd8_t_cell,29.92
sample02017,no,cd8_t_cell,29.15
sample02018,no,cd8_t_cell,24.24
sample02040,no,cd8_t_cell,22.58
sample02041,no,cd8_t_cell,20.18
sample02042,no,cd8_t_cell,24.36
sample02046,no,cd8_t_cell,28.58
sample02047,no,cd8_t_cell,26.14
sample02048,no,cd8_t_cell,20.11
sample02061,no,cd8_t_cell,23.11
sample02062,no,cd8_t_cell,26.59
sample02063,no,cd8_t_cell,19.87
sample02109,no,cd8_t_cell,23.19
sample02110,no,cd8_t_cell,20.54
sample02111,no,cd8_t_cell,35.72
sample02148,no,cd8_t_cell,25.45
sample02149,no,cd8_t_cell,20.66
sample02150,no,cd8_t_cell,15.64
sample02169,no,cd8_t_cell,30.97
sample02170,no,cd8_t_cell,26.89
sample02171,no,cd8_t_cell,22.73
sample02205,no,cd8_t_cell,21.39
sample02206,no,cd8_t_cell,17.94
sample02207,no,cd8_t_cell,20.51
sample02214,no,cd8_t_cell,26.36
sample02215,no,cd8_t_cell,20.91
sample02216,no,cd8_t_cell,28.68
sample02232,no,cd8_t_cell,23.39
sample02233,no,cd8_t_cell,31.31
sample02234,no,cd8_t_cell,26.14
sample02253,no,cd8_t_cell,36.9
sample02254,no,cd8_t_cell,20.19
sample02255,no,cd8_t_cell,25.59
sample02286,no,cd8_t_cell,22.99
sample02287,no,cd8_t_cell,29.12
sample02288,no,cd8_t_cell,21.76
sample02289,no,cd8_t_cell,20.75
sample02290,no,cd8_t_cell,23.51
sample02291,no,cd8_t_cell,26.07
sample02319,no,cd8_t_cell,29.66
sample02320,no,cd8_t_cell,24.89
